yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
199505,533.40,13.2973,33.8033,0.2922642542,0.0567,0.0765,0.0820,0.0677,0.0107367734,0.0047250000,0.0019749835,0.0790,0.0631,0.0010114473,-0.0003976842,0.039809,0.036454
199506,544.75,13.3610,34.4300,0.2864296179,0.0547,0.0730,0.0790,0.0670,0.0082662374,0.0045583333,0.0019710907,0.0139,0.0079,0.0006967987,-0.0002677257,0.024155,0.022198
199507,562.06,13.4323,34.6800,0.2771603672,0.0542,0.0741,0.0804,0.0691,0.0070573420,0.0045166667,0.0000000000,-0.0168,-0.0101,0.0007732246,-0.0002910918,0.033405,0.032023
199508,561.88,13.5037,34.9300,0.2830461347,0.0540,0.0757,0.0819,0.0674,0.0091184004,0.0045000000,0.0026229508,0.0236,0.0214,0.0002067405,-0.0001379734,0.003495,0.000642
199509,584.41,13.5750,35.1800,0.2724949976,0.0528,0.0732,0.0793,0.0663,0.0063757442,0.0044000000,0.0019620667,0.0175,0.0153,0.0003814595,-0.0001402155,0.042102,0.040182
199510,581.50,13.6460,34.7733,0.2744202453,0.0528,0.0712,0.0775,0.0641,0.0122193647,0.0044000000,0.0032637076,0.0294,0.0185,0.0004878223,0.0000207943,-0.003442,-0.004864
199511,605.37,13.7170,34.3667,0.2571688515,0.0536,0.0702,0.0768,0.0623,0.0168707052,0.0044666667,-0.0006506181,0.0249,0.0242,0.0005461724,-0.0000779813,0.044179,0.041338
199512,615.93,13.7880,33.9600,0.2550263829,0.0514,0.0682,0.0749,0.0603,0.0155268651,0.0042833333,-0.0006510417,0.0272,0.0228,0.0008205431,-0.0001466042,0.017643,0.015809
199601,636.02,13.8933,33.9867,0.2418771721,0.0500,0.0681,0.0747,0.0609,0.0161278800,0.0041666667,0.0058631922,-0.0011,0.0014,0.0013839441,-0.0000531418,0.034861,0.033415
199602,640.43,13.9987,34.0133,0.2378947371,0.0483,0.0699,0.0763,0.0659,0.0168028233,0.0040250000,0.0032383420,-0.0483,-0.0373,0.0012676223,-0.0002278549,0.010088,0.007689
199603,645.50,14.1040,34.0400,0.2392996154,0.0496,0.0735,0.0803,0.0684,0.0168928635,0.0041333333,0.0051646223,-0.0210,-0.0130,0.0017417080,0.0000305558,0.009585,0.007860
199604,654.17,14.1603,34.3300,0.2400758062,0.0495,0.0750,0.0819,0.0706,0.0211276021,0.0041250000,0.0038535645,-0.0165,-0.0160,0.0009818335,0.0000682249,0.015133,0.013857
199605,669.12,14.2167,34.6200,0.2369235155,0.0502,0.0762,0.0830,0.0717,0.0263946568,0.0041833333,0.0019193858,-0.0054,0.0005,0.0011253096,-0.0002545209,0.025257,0.022530
199606,670.63,14.2730,34.9100,0.2364437252,0.0509,0.0771,0.0840,0.0703,0.0271925079,0.0042416667,0.0006385696,0.0203,0.0172,0.0003947932,-0.0008478904,0.004128,0.002562
199607,639.95,14.4033,35.2733,0.2418198938,0.0515,0.0765,0.0835,0.0707,0.0311111908,0.0042916667,0.0019144863,0.0018,0.0010,0.0023551525,-0.0004704749,-0.044441,-0.046048
199608,651.99,14.5337,35.6367,0.2380611179,0.0505,0.0746,0.0818,0.0726,0.0308627081,0.0042083333,0.0019108280,-0.0139,-0.0070,0.0011215051,-0.0003522358,0.021928,0.019589
199609,687.31,14.6640,36.0000,0.2272973181,0.0509,0.0766,0.0835,0.0704,0.0295524175,0.0042416667,0.0031786395,0.0290,0.0259,0.0006862354,-0.0005386936,0.056035,0.054112
199610,705.27,14.7423,36.9100,0.2217476558,0.0499,0.0739,0.0807,0.0671,0.0256248664,0.0041583333,0.0031685678,0.0404,0.0361,0.0006066275,-0.0005314503,0.026798,0.025348
199611,757.02,14.8207,37.8200,0.2050079191,0.0503,0.0710,0.0779,0.0643,0.0220379490,0.0041916667,0.0018951358,0.0351,0.0263,0.0007037217,-0.0006139252,0.076455,0.074218
199612,740.74,14.8990,38.7300,0.2073427297,0.0491,0.0720,0.0789,0.0673,0.0240969624,0.0040916667,0.0000000000,-0.0256,-0.0186,0.0017090750,-0.0003967552,-0.019815,-0.021518
199701,786.16,14.9523,39.2333,0.1962401029,0.0503,0.0742,0.0809,0.0689,0.0243793221,0.0041916667,0.0031525851,-0.0079,-0.0028,0.0013600872,-0.0007941293,0.062779,0.061689
199702,790.82,15.0057,39.7367,0.1943954108,0.0501,0.0731,0.0794,0.0694,0.0228843506,0.0041750000,0.0031426776,0.0005,0.0028,0.0014747600,-0.0013029057,0.007752,0.005800
199703,757.12,15.0590,40.2400,0.2147802023,0.0514,0.0755,0.0818,0.0723,0.0211195847,0.0042833333,0.0025062657,-0.0252,-0.0221,0.0020014839,-0.0013083062,-0.041653,-0.043310
199704,801.34,15.0930,40.3433,0.2017410478,0.0516,0.0773,0.0834,0.0705,0.0169162446,0.0043000000,0.0012500000,0.0255,0.0184,0.0030050574,-0.0008719220,0.060274,0.059016
199705,848.28,15.1270,40.4467,0.1928785879,0.0505,0.0758,0.0820,0.0701,0.0132657684,0.0042083333,-0.0006242197,0.0097,0.0128,0.0020074201,-0.0008784074,0.061401,0.059272
199706,885.14,15.1610,40.5500,0.1842876150,0.0493,0.0741,0.0802,0.0688,0.0108483416,0.0041083333,0.0012492192,0.0195,0.0187,0.0019744425,-0.0006620977,0.044103,0.042762
199707,954.29,15.2183,40.5800,0.1719649430,0.0505,0.0714,0.0775,0.0637,0.0116084654,0.0042083333,0.0012476606,0.0626,0.0528,0.0020101663,-0.0006272571,0.080388,0.078977
199708,899.47,15.2757,40.6100,0.1855054038,0.0514,0.0722,0.0782,0.0672,0.0128926629,0.0042833333,0.0018691589,-0.0317,-0.0240,0.0024647279,-0.0004309205,-0.054970,-0.056458
199709,947.28,15.3330,40.6400,0.1779678570,0.0495,0.0715,0.0770,0.0649,0.0146518170,0.0041250000,0.0024875622,0.0316,0.0226,0.0026265123,-0.0007428601,0.053886,0.052408
199710,914.62,15.3877,40.3333,0.1900006773,0.0497,0.0700,0.0757,0.0623,0.0162818138,0.0041416667,0.0024813896,0.0341,0.0191,0.0093637077,-0.0005992388,-0.032605,-0.033730
199711,955.40,15.4423,40.0267,0.1807462988,0.0514,0.0687,0.0742,0.0614,0.0156876575,0.0042833333,-0.0006188119,0.0148,0.0101,0.0026621198,-0.0007918427,0.046321,0.044625
199712,970.43,15.4970,39.7200,0.1788008842,0.0516,0.0676,0.0732,0.0602,0.0155794639,0.0043000000,-0.0012383901,0.0184,0.0163,0.0022493911,-0.0008887790,0.017147,0.015700
199801,980.28,15.5450,39.6600,0.1788402734,0.0504,0.0661,0.0719,0.0589,0.0137594975,0.0042000000,0.0018598884,0.0200,0.0137,0.0024688899,-0.0007004554,0.011994,0.011080
199802,"1,049.34",15.5930,39.6000,0.1654630971,0.0509,0.0667,0.0725,0.0599,0.0120749476,0.0042416667,0.0018564356,-0.0072,-0.0007,0.0010533641,-0.0008048460,0.071956,0.070303
199803,"1,101.75",15.6410,39.5400,0.1811403960,0.0503,0.0672,0.0732,0.0602,0.0165059864,0.0041916667,0.0018529957,0.0025,0.0038,0.0011367878,-0.0007397901,0.051336,0.050104
199804,"1,111.75",15.7440,39.3500,0.1758729222,0.0495,0.0669,0.0733,0.0604,0.0164270311,0.0041250000,0.0018495684,0.0026,0.0053,0.0016147577,-0.0009559644,0.011275,0.010232
199805,"1,090.82",15.8470,39.1600,0.1791022057,0.0500,0.0669,0.0730,0.0592,0.0190983419,0.0041666667,0.0018461538,0.0182,0.0167,0.0009588242,-0.0008915195,-0.017674,-0.019206
199806,"1,133.84",15.9500,38.9700,0.1780606060,0.0498,0.0653,0.0713,0.0576,0.0240306454,0.0041500000,0.0012285012,0.0228,0.0115,0.0020973304,-0.0011688478,0.040970,0.039800
199807,"1,120.67",16.0143,38.6767,0.1794381089,0.0496,0.0655,0.0715,0.0584,0.0253624117,0.0041333333,0.0012269939,-0.0040,-0.0056,0.0022281428,-0.0023045245,-0.010109,-0.011112
199808,957.28,16.0787,38.3833,0.2114320916,0.0490,0.0652,0.0714,0.0547,0.0285298182,0.0040833333,0.0012254902,0.0465,0.0089,0.0093340166,-0.0018568563,-0.143124,-0.144504
199809,"1,017.01",16.1430,38.0900,0.2032484042,0.0461,0.0640,0.0709,0.0517,0.0240924969,0.0038416667,0.0012239902,0.0395,0.0413,0.0099709513,-0.0016339078,0.063176,0.061612
199810,"1,098.67",16.1603,37.9633,0.1855190768,0.0396,0.0637,0.0718,0.0540,0.0207491681,0.0033000000,0.0024449878,-0.0218,-0.0190,0.0051715952,-0.0013748512,0.080111,0.079144
199811,"1,163.63",16.1777,37.8367,0.1748468445,0.0441,0.0641,0.0734,0.0535,0.0220126068,0.0036750000,0.0000000000,0.0097,0.0270,0.0019367347,-0.0012152598,0.062164,0.060685
199812,"1,229.23",16.1950,37.7100,0.1736113154,0.0439,0.0622,0.0723,0.0542,0.0200638134,0.0036583333,-0.0006097561,-0.0032,0.0010,0.0032869067,-0.0010338728,0.059673,0.058454
199901,"1,279.64",16.2797,37.9333,0.1703206191,0.0434,0.0624,0.0729,0.0536,0.0155937038,0.0036166667,0.0024405125,0.0121,0.0123,0.0033356226,-0.0012959934,0.042800,0.042000
199902,"1,238.33",16.3643,38.1567,0.1712768096,0.0444,0.0640,0.0739,0.0587,0.0184536476,0.0037000000,0.0012172855,-0.0520,-0.0401,0.0034821298,-0.0011728518,-0.031935,-0.033156
199903,"1,286.37",16.4490,38.3800,0.1728971707,0.0444,0.0662,0.0753,0.0592,0.0206764760,0.0037000000,0.0030395137,-0.0008,0.0002,0.0032135534,-0.0010753509,0.038979,0.037774
199904,"1,335.18",16.4487,39.2600,0.1568258764,0.0429,0.0664,0.0748,0.0594,0.0251879101,0.0035750000,0.0072727273,0.0021,-0.0024,0.0027266469,-0.0012580821,0.037559,0.036771
199905,"1,301.84",16.4483,40.1400,0.1602311354,0.0450,0.0693,0.0772,0.0615,0.0259041127,0.0037500000,0.0000000000,-0.0185,-0.0176,0.0030856384,-0.0011522804,-0.023159,-0.024833
199906,"1,372.71",16.4480,41.0200,0.1542274468,0.0457,0.0723,0.0802,0.0627,0.0188741727,0.0038083333,0.0000000000,-0.0078,-0.0160,0.0024092474,-0.0011446288,0.054431,0.053398
199907,"1,328.72",16.5123,42.0000,0.1587964727,0.0455,0.0719,0.0795,0.0639,0.0193731169,0.0037916667,0.0030084236,-0.0077,-0.0113,0.0016111824,-0.0011695952,-0.030220,-0.031084
199908,"1,320.41",16.5767,42.9800,0.1562430269,0.0472,0.0740,0.0815,0.0649,0.0188892322,0.0039333333,0.0023995201,-0.0053,-0.0026,0.0027298772,-0.0010558461,-0.004989,-0.006251
199909,"1,282.71",16.6410,43.9600,0.1636844982,0.0468,0.0739,0.0820,0.0646,0.0203897214,0.0039000000,0.0047875524,0.0084,0.0093,0.0027049454,-0.0009857026,-0.028079,-0.029257
199910,"1,362.93",16.6580,45.3633,0.1576906607,0.0486,0.0755,0.0838,0.0651,0.0204555269,0.0040500000,0.0017867778,-0.0012,0.0047,0.0048759339,-0.0005150403,0.064238,0.063512
199911,"1,388.91",16.6750,46.7667,0.1555459671,0.0507,0.0736,0.0815,0.0662,0.0182898045,0.0042250000,0.0005945303,-0.0061,-0.0024,0.0013542581,0.0001107107,0.020822,0.019547
199912,"1,469.25",16.6920,48.1700,0.1471672594,0.0520,0.0755,0.0819,0.0682,0.0178992583,0.0043333333,0.0000000000,-0.0155,-0.0102,0.0011487717,0.0000642780,0.062579,0.061549
200001,"1,394.46",16.7153,49.0967,0.1546541600,0.0532,0.0778,0.0833,0.0666,0.0253714732,0.0044333333,0.0029708853,0.0228,-0.0021,0.0052063540,0.0006223722,-0.049606,-0.050273
200002,"1,366.42",16.7387,50.0233,0.1670564326,0.0555,0.0768,0.0829,0.0646,0.0274318073,0.0046250000,0.0059241706,0.0264,0.0092,0.0030004220,0.0004046909,-0.017459,-0.018667
200003,"1,498.58",16.7620,50.9500,0.1499735618,0.0569,0.0768,0.0837,0.0618,0.0183015354,0.0047416667,0.0082449941,0.0367,0.0169,0.0066783401,0.0001848837,0.098492,0.097434
200004,"1,452.43",16.7427,51.2733,0.1526004182,0.0566,0.0764,0.0840,0.0630,0.0119622152,0.0047166667,0.0005841121,-0.0076,-0.0115,0.0079417212,-0.0003869421,-0.031585,-0.032308
200005,"1,420.60",16.7233,51.5967,0.1556687311,0.0579,0.0799,0.0890,0.0640,0.0091963794,0.0048250000,0.0011675423,-0.0054,-0.0161,0.0051854980,0.0000089130,-0.022304,-0.023617
200006,"1,454.60",16.7040,51.9200,0.1567779616,0.0569,0.0767,0.0848,0.0622,0.0071412532,0.0047416667,0.0052478134,0.0244,0.0326,0.0023597429,-0.0002467433,0.026219,0.025497
200007,"1,430.83",16.5850,52.5133,0.1556741510,0.0596,0.0765,0.0835,0.0611,0.0047329723,0.0049666667,0.0023201856,0.0173,0.0179,0.0020654712,0.0000071590,-0.012795,-0.013559
200008,"1,517.68",16.4660,53.1067,0.1460530640,0.0609,0.0755,0.0826,0.0594,0.0046891317,0.0050750000,0.0000000000,0.0240,0.0135,0.0010392754,-0.0002776155,0.062594,0.061275
200009,"1,436.51",16.3470,53.7000,0.1537894629,0.0600,0.0762,0.0835,0.0612,0.0044833759,0.0050000000,0.0052083333,-0.0157,0.0046,0.0015999826,-0.0005084875,-0.052088,-0.052795
200010,"1,429.40",16.3217,52.4667,0.1493007889,0.0611,0.0755,0.0834,0.0600,0.0037577964,0.0050916667,0.0017271157,0.0187,0.0045,0.0055680729,-0.0013389528,-0.004120,-0.004829
200011,"1,314.95",16.2963,51.2333,0.1572808929,0.0617,0.0745,0.0828,0.0576,0.0011685960,0.0051416667,0.0005747126,0.0319,0.0263,0.0032724371,-0.0018525551,-0.078268,-0.079557
200012,"1,320.28",16.2710,50.0000,0.1518515036,0.0577,0.0721,0.0802,0.0558,-0.0022512182,0.0048083333,-0.0005743825,0.0243,0.0270,0.0052993586,-0.0005248530,0.005720,0.004861
200101,"1,366.01",16.1717,48.4800,0.1504496662,0.0515,0.0715,0.0793,0.0562,-0.0031826397,0.0042916667,0.0063218391,0.0005,0.0359,0.0049410477,-0.0015650504,0.032375,0.031555
200102,"1,239.94",16.0723,46.9600,0.1560700913,0.0488,0.0710,0.0787,0.0549,-0.0068454991,0.0040666667,0.0039977156,0.0191,0.0127,0.0025284469,-0.0022728464,-0.090952,-0.092131
200103,"1,160.33",15.9730,45.4400,0.1331135514,0.0442,0.0698,0.0784,0.0559,-0.0052018355,0.0036833333,0.0022753129,-0.0074,-0.0029,0.0071396324,-0.0018640665,-0.063706,-0.064587
200104,"1,249.46",15.8773,42.5567,0.1224969006,0.0387,0.0720,0.0807,0.0593,-0.0025429802,0.0032250000,0.0039727582,-0.0313,-0.0128,0.0074262097,-0.0010245789,0.077825,0.076981
200105,"1,255.82",15.7817,39.6733,0.1205101880,0.0362,0.0729,0.0807,0.0594,-0.0002487760,0.0030166667,0.0045223290,0.0037,0.0132,0.0025362471,-0.0011840987,0.006870,0.005330
200106,"1,224.42",15.6860,36.7900,0.1252094328,0.0349,0.0718,0.0797,0.0590,0.0050413136,0.0029083333,0.0016882386,0.0085,0.0055,0.0015083692,-0.0015922058,-0.024506,-0.025183
200107,"1,211.23",15.7027,33.9633,0.1249665833,0.0351,0.0713,0.0797,0.0561,0.0079146256,0.0029250000,-0.0028089888,0.0376,0.0361,0.0028995945,-0.0020270501,-0.009317,-0.010248
200108,"1,133.58",15.7193,31.1367,0.1321641438,0.0336,0.0702,0.0785,0.0546,0.0099196885,0.0028000000,0.0000000000,0.0206,0.0156,0.0022214855,-0.0026412673,-0.063435,-0.064933
200109,"1,040.94",15.7360,28.3100,0.1486285882,0.0264,0.0717,0.0803,0.0542,0.0086530746,0.0022000000,0.0045070423,0.0081,-0.0152,0.0071675871,-0.0018229150,-0.080361,-0.081352
200110,"1,059.78",15.7373,27.1033,0.1449013996,0.0216,0.0703,0.0791,0.0506,0.0107510136,0.0018000000,-0.0033651150,0.0464,0.0437,0.0032497575,-0.0013347395,0.019540,0.018546
200111,"1,139.45",15.7387,25.8967,0.1334813667,0.0187,0.0697,0.0781,0.0553,0.0111639872,0.0015583333,-0.0016882386,-0.0471,-0.0188,0.0021893512,-0.0010598798,0.078787,0.077259
200112,"1,148.08",15.7400,24.6900,0.1312178459,0.0169,0.0677,0.0805,0.0575,0.0134689821,0.0014083333,-0.0039458850,-0.0183,-0.0090,0.0017979546,-0.0013361672,0.009051,0.007849
200201,"1,130.20",15.7367,24.6933,0.1325605487,0.0165,0.0655,0.0787,0.0569,0.0111953613,0.0013750000,0.0022637238,0.0138,0.0175,0.0021838889,-0.0020042449,-0.014324,-0.015320
200202,"1,106.73",15.7333,24.6967,0.1301190857,0.0173,0.0651,0.0789,0.0563,0.0125031736,0.0014416667,0.0039525692,0.0115,0.0130,0.0025678320,-0.0018207545,-0.019481,-0.020973
200203,"1,147.39",15.7300,24.7000,0.2368334023,0.0179,0.0681,0.0811,0.0604,0.0137641302,0.0014916667,0.0056242970,-0.0436,-0.0295,0.0020148244,-0.0022385902,0.037572,0.036690
200204,"1,076.92",15.8330,25.3800,0.2477323126,0.0172,0.0676,0.0803,0.0575,0.0151123681,0.0014333333,0.0055928412,0.0410,0.0253,0.0023197168,-0.0020475182,-0.061001,-0.061826
200205,"1,067.14",15.9360,26.0600,0.2482556141,0.0173,0.0675,0.0809,0.0578,0.0222879131,0.0014416667,0.0000000000,0.0015,0.0113,0.0041016250,-0.0021417790,-0.007800,-0.009438
200206,989.81,16.0390,26.7400,0.2665725018,0.0170,0.0663,0.0795,0.0566,0.0275347651,0.0014166667,0.0005561735,0.0187,0.0073,0.0037079693,-0.0026067905,-0.071349,-0.072611
200207,911.62,15.9590,27.8400,0.2820321945,0.0168,0.0653,0.0790,0.0544,0.0284542621,0.0014000000,0.0011117287,0.0303,0.0094,0.0153427914,-0.0024205352,-0.073987,-0.075074
200208,916.07,15.8790,28.9400,0.2844115560,0.0162,0.0637,0.0758,0.0510,0.0247552815,0.0013500000,0.0033314825,0.0464,0.0452,0.0094092779,-0.0029084989,0.007061,0.005401
200209,815.29,15.7990,30.0400,0.3245551555,0.0163,0.0615,0.0740,0.0480,0.0293080887,0.0013583333,0.0016602103,0.0417,0.0330,0.0073660612,-0.0032126151,-0.108965,-0.110421
200210,885.76,15.8907,29.2233,0.2934370638,0.0158,0.0632,0.0773,0.0508,0.0256785965,0.0013166667,0.0016574586,-0.0294,-0.0240,0.0115896791,-0.0037533659,0.088599,0.087103
200211,936.31,15.9823,28.4067,0.2769754993,0.0123,0.0631,0.0762,0.0521,0.0229138979,0.0010250000,0.0000000000,-0.0122,0.0130,0.0044490811,-0.0041663869,0.059019,0.057288
200212,879.82,16.0740,27.5900,0.2953858956,0.0119,0.0621,0.0745,0.0484,0.0257381283,0.0009916667,-0.0022062879,0.0507,0.0361,0.0026394797,-0.0041443054,-0.058834,-0.060464
200301,855.70,16.1240,28.5000,0.3059423072,0.0117,0.0617,0.0735,0.0495,0.0282955019,0.0009750000,0.0044223328,-0.0106,0.0021,0.0051675134,,-0.026579,-0.027860
200302,841.15,16.1740,29.4100,0.3122513206,0.0117,0.0595,0.0706,0.0472,0.0279154012,0.0009750000,0.0077050083,0.0329,0.0264,0.0025641601,,-0.015246,-0.017225
200303,848.18,16.2240,30.3200,0.2861177008,0.0113,0.0589,0.0695,0.0486,0.0241012088,0.0009416667,0.0060076461,-0.0135,-0.0080,0.0061361326,,0.010308,0.008967
200304,916.92,16.2043,31.7300,0.2696540306,0.0113,0.0574,0.0685,0.0481,0.0199697895,0.0009416667,-0.0021715527,0.0102,0.0229,0.0030648283,,0.082774,0.081462
200305,963.59,16.1847,33.1400,0.2583755061,0.0107,0.0522,0.0638,0.0436,0.0064435213,0.0008916667,-0.0016322089,0.0592,0.0471,0.0022283514,,0.053251,0.051508
200306,974.51,16.1650,34.5500,0.2544883373,0.0092,0.0497,0.0619,0.0452,0.0012559405,0.0007666667,0.0010899183,-0.0154,-0.0143,0.0019977410,,0.012816,0.011351
200307,990.31,16.3053,35.8933,0.2476433348,0.0090,0.0549,0.0662,0.0542,0.0002652926,0.0007500000,0.0010887316,-0.0982,-0.0881,0.0020460594,,0.017932,0.016505
200308,"1,008.01",16.4457,37.2367,0.2428560733,0.0095,0.0588,0.0701,0.0532,0.0029136244,0.0007916667,0.0038064165,0.0166,0.0219,0.0009660247,,0.019597,0.018014
200309,995.97,16.5860,38.5800,0.2465417826,0.0094,0.0572,0.0679,0.0490,0.0073213224,0.0007833333,0.0032502709,0.0546,0.0503,0.0018691217,,-0.010737,-0.012107
200310,"1,050.71",16.8523,41.9667,0.2333089667,0.0092,0.0570,0.0673,0.0518,0.0072106149,0.0007666667,-0.0010799136,-0.0283,-0.0203,0.0014075760,,0.055560,0.053970
200311,"1,058.20",17.1187,45.3533,0.2337541521,0.0093,0.0565,0.0666,0.0519,0.0100005788,0.0007750000,-0.0027027027,-0.0027,0.0052,0.0009196333,,0.009259,0.007606
200312,"1,111.92",17.3850,48.7400,0.2187398648,0.0090,0.0562,0.0660,0.0511,0.0069461440,0.0007500000,-0.0010840108,0.0139,0.0139,0.0008936987,,0.051780,0.050107
200401,"1,131.13",17.5980,49.8267,0.2180277210,0.0088,0.0554,0.0644,0.0499,0.0068459745,0.0007333333,0.0048833424,0.0187,0.0187,0.0009788186,,0.019078,0.017991
200402,"1,144.94",17.8110,50.9133,0.2160532204,0.0093,0.0550,0.0627,0.0483,0.0093274639,0.0007750000,0.0053995680,0.0230,0.0178,0.0006107119,,0.014403,0.012716
200403,"1,126.21",18.0240,52.0000,0.2817314655,0.0094,0.0533,0.0611,0.0474,0.0122456442,0.0007833333,0.0064446831,0.0141,0.0118,0.0019812629,,-0.014982,-0.016267
200404,"1,107.30",18.2167,53.3833,0.2853718668,0.0094,0.0573,0.0646,0.0531,0.0137300301,0.0007833333,0.0032017076,-0.0588,-0.0534,0.0012309283,,-0.015584,-0.016719
200405,"1,120.68",18.4093,54.7667,0.2864115739,0.0102,0.0604,0.0675,0.0539,0.0162856505,0.0008500000,0.0058510638,-0.0051,-0.0071,0.0009776264,,0.013629,0.012024
200406,"1,140.84",18.6020,56.1500,0.2796316030,0.0127,0.0601,0.0678,0.0532,0.0144475958,0.0010583333,0.0031729244,0.0121,0.0093,0.0007707514,,0.019488,0.018019
200407,"1,101.72",18.7890,56.6900,0.2877883095,0.0133,0.0582,0.0662,0.0523,0.0146750582,0.0011083333,-0.0015814444,0.0155,0.0184,0.0007770892,,-0.032954,-0.034111
200408,"1,104.24",18.9760,57.2300,0.2868206158,0.0148,0.0565,0.0646,0.0493,0.0142335517,0.0012333333,0.0005279831,0.0395,0.0395,0.0014428366,,0.003807,0.002019
200409,"1,114.58",19.1630,57.7700,0.2894853015,0.0165,0.0546,0.0627,0.0488,0.0090861236,0.0013750000,0.0021108179,0.0096,0.0101,0.0007056802,,0.010817,0.009347
200410,"1,130.20",19.2560,58.0300,0.2910095966,0.0176,0.0547,0.0621,0.0478,0.0073822304,0.0014666667,0.0052659294,0.0154,0.0164,0.0012304868,,0.014973,0.013699
200411,"1,173.82",19.3490,58.2900,0.2798316459,0.0207,0.0552,0.0620,0.0502,0.0121347408,0.0017250000,0.0005238345,-0.0234,-0.0200,0.0008574002,,0.040559,0.035572
200412,"1,211.92",19.4420,58.5500,0.2706192427,0.0219,0.0547,0.0615,0.0484,0.0129554207,0.0018250000,-0.0036649215,0.0250,0.0257,0.0007278431,,0.033734,0.032086
200501,"1,181.27",19.7030,59.1067,0.2781798561,0.0233,0.0536,0.0602,0.0465,0.0135401786,0.0019416667,0.0021019443,0.0300,0.0277,0.0008213965,,-0.023824,-0.024749
200502,"1,203.60",19.9640,59.6633,0.2710410236,0.0254,0.0520,0.0582,0.0479,0.0117545219,0.0021166667,0.0057682223,-0.0128,-0.0112,0.0008344462,,0.021152,0.019015
200503,"1,180.59",20.2250,60.2200,0.3198568893,0.0274,0.0540,0.0606,0.0488,0.0090904118,0.0022833333,0.0078206465,-0.0072,-0.0125,0.0008598957,,-0.017240,-0.018729
200504,"1,156.85",20.4583,61.2333,0.3296244007,0.0278,0.0533,0.0605,0.0461,0.0079278809,0.0023166667,0.0067252975,0.0373,0.0327,0.0018258706,,-0.018926,-0.020076
200505,"1,191.50",20.6917,62.2467,0.3209655046,0.0284,0.0515,0.0601,0.0440,0.0047774126,0.0023666667,-0.0010277492,0.0297,0.0295,0.0008593927,,0.031994,0.030156
200506,"1,191.33",20.9250,63.2600,0.3269790569,0.0297,0.0496,0.0586,0.0429,0.0053663649,0.0024750000,0.0005144033,0.0167,0.0141,0.0005421326,,0.001717,0.000139
200507,"1,234.18",21.1070,64.3300,0.3157342746,0.0322,0.0506,0.0595,0.0456,0.0044912353,0.0026833333,0.0046272494,-0.0288,-0.0244,0.0006499133,,0.037364,0.036163
200508,"1,220.33",21.2890,65.4000,0.3205331247,0.0344,0.0509,0.0596,0.0432,0.0054172379,0.0028666667,0.0051177073,0.0333,0.0233,0.0006967007,,-0.009159,-0.011265
200509,"1,228.81",21.4710,66.4700,0.3178915098,0.0342,0.0513,0.0603,0.0464,0.0067283092,0.0028500000,0.0122199593,-0.0338,-0.0310,0.0006598993,,0.008067,0.006916
200510,"1,207.01",21.7193,67.5900,0.3218081871,0.0371,0.0535,0.0630,0.0484,0.0057606436,0.0030916667,0.0020120724,-0.0196,-0.0204,0.0018179843,,-0.015672,-0.016697
200511,"1,249.48",21.9677,68.7100,0.3109143456,0.0388,0.0542,0.0639,0.0481,0.0057805308,0.0032333333,-0.0080321285,0.0076,0.0099,0.0005398964,,0.038289,0.035675
200512,"1,248.29",22.2160,69.8300,0.3134779566,0.0389,0.0537,0.0632,0.0461,0.0030765027,0.0032416667,-0.0040485830,0.0267,0.0225,0.0004330003,,-0.000060,-0.001396
200601,"1,280.08",22.4053,70.7767,0.3092262579,0.0424,0.0529,0.0624,0.0474,-0.0004358702,0.0035333333,0.0076219512,-0.0118,-0.0093,0.0009753876,,0.026442,0.025424
200602,"1,280.66",22.5947,71.7233,0.3056103611,0.0443,0.0535,0.0627,0.0457,0.0020468458,0.0036916667,0.0020171457,0.0238,0.0128,0.0006485510,,0.002425,0.000167
200603,"1,294.87",22.7840,72.6700,0.3160094407,0.0451,0.0553,0.0641,0.0507,0.0021601432,0.0037583333,0.0055359839,-0.0539,-0.0404,0.0005452381,,0.012909,0.011511
200604,"1,310.61",23.0017,73.2767,0.3088419778,0.0460,0.0584,0.0668,0.0532,-0.0034660641,0.0038333333,0.0085085085,-0.0247,-0.0224,0.0005998005,,0.012064,0.010850
200605,"1,270.09",23.2193,73.8833,0.3143403075,0.0472,0.0595,0.0675,0.0535,-0.0026480978,0.0039333333,0.0049627792,0.0010,-0.0020,0.0013551490,,-0.028319,-0.030519
200606,"1,270.20",23.4370,74.4900,0.3148502899,0.0479,0.0589,0.0678,0.0531,-0.0021864335,0.0039916667,0.0019753086,0.0092,0.0039,0.0021028205,,0.001587,0.000348
200607,"1,276.66",23.6567,75.8500,0.3138521753,0.0495,0.0585,0.0676,0.0518,-0.0023643683,0.0041250000,0.0029571217,0.0199,0.0237,0.0014516649,,0.005571,0.004510
200608,"1,303.82",23.8763,77.2100,0.3084617987,0.0496,0.0568,0.0659,0.0496,-0.0084729938,0.0041333333,0.0019656020,0.0299,0.0361,0.0004692383,,0.024150,0.021679
200609,"1,335.85",24.0960,78.5700,0.3005932835,0.0481,0.0551,0.0643,0.0484,-0.0094922499,0.0040083333,-0.0049043649,0.0170,0.0183,0.0005133772,,0.026487,0.025296
